order_id,order_date,customer_id,store_id,country,sales_channel,order_status,payment_method,gross_amount_eur,discount_amount_eur,net_amount_eur
O0023728,2025-11-18,C011634,,Serbia,mobile_app,completed,wallet,450.97,18.65,432.32
O0023729,2024-11-20,C009851,,Serbia,mobile_app,completed,card,91.23,14.06,77.17
O0023730,2025-05-12,C002635,,Cyprus,mobile_app,completed,wallet,74.01,0,74.01
O0023731,2024-12-05,C005039,,Serbia,mobile_app,completed,card,140.76,0,140.76
O0023732,2023-04-20,C008568,,Cyprus,mobile_app,completed,card,404.45,0,404.45
O0023733,2025-09-30,C001614,,Cyprus,mobile_app,cancelled,card,78.56,4.71,73.85
O0023734,2025-03-05,C010193,S011,Cyprus,store,completed,card,218.45,19.66,198.79
O0023735,2024-10-30,C002648,,Serbia,mobile_app,completed,card,260.56,0,260.56
O0023736,2023-04-21,C009607,S004,Serbia,store,completed,cash,264.73,4.36,260.37
O0023737,2023-05-15,C010522,,Cyprus,mobile_app,cancelled,bank_transfer,47.11,1.88,45.23
O0023738,2023-01-08,C001400,,Serbia,web,completed,card,1092.24,40.02,1052.22
O0023739,2025-07-01,C011604,,Serbia,mobile_app,completed,card,276.81,6.24,270.57
O0023740,2023-08-05,C002497,S013,Cyprus,store,completed,cash,3.42,0.17,3.25
O0023741,2025-11-03,C011191,,Serbia,marketplace,completed,card,11.65,0.93,10.72
O0023742,2023-01-23,C006852,S016,Serbia,store,completed,cash,210.77,14.29,196.48
O0023743,2025-07-11,C001143,S009,Cyprus,store,completed,card,153.15,0,153.15
O0023744,2025-12-22,C007255,,Cyprus,web,completed,card,46.32,6.95,39.37
O0023745,2024-02-19,C000956,,Cyprus,web,completed,card,133.87,6.99,126.88
O0023746,2023-12-24,C007019,S004,Serbia,store,completed,cash,8.46,1.02,7.44
O0023747,2024-12-03,C002375,,Cyprus,mobile_app,completed,card,292.84,7.07,285.77
O0023748,2023-06-08,C001629,,Cyprus,web,cancelled,card,470.39,18.82,451.57
O0023749,2024-11-18,C007580,,Serbia,web,completed,bank_transfer,119.69,3.19,116.5
O0023750,2025-07-06,C008792,,Serbia,web,completed,card,254.56,0,254.56
O0023751,2023-05-28,C010127,,Cyprus,mobile_app,completed,wallet,97.81,2.12,95.69
O0023752,2023-08-17,C003492,,Serbia,web,completed,card,318.91,5.08,313.83
O0023753,2024-06-18,C001503,,Cyprus,mobile_app,completed,card,105.33,0,105.33
O0023754,2023-10-07,C004272,S002,Serbia,store,completed,card,149.67,7.93,141.74
O0023755,2023-07-26,C002158,,Cyprus,web,completed,card,28.15,1.13,27.02
O0023756,2025-08-29,C001868,S016,Serbia,store,completed,wallet,175.96,10.63,165.33
O0023757,2023-09-06,C002077,,Cyprus,web,completed,card,182.13,0,182.13
O0023758,2024-05-20,C006713,,Serbia,web,completed,card,307.39,17.5,289.89
O0023759,2024-06-18,C010560,,Cyprus,web,completed,card,419.43,5.7,413.73
O0023760,2023-03-26,C004961,,Cyprus,web,cancelled,card,543.75,0.25,543.5
O0023761,2024-02-05,C007456,S016,Serbia,store,completed,card,142.18,0,142.18
O0023762,2025-07-23,C011916,S002,Serbia,store,completed,wallet,27.62,0,27.62
O0023763,2024-12-04,C003506,,Serbia,web,completed,card,350.1,0,350.1
O0023764,2024-12-21,C006528,,Cyprus,web,completed,card,1.69,0,1.69
O0023765,2023-07-06,C001987,,Serbia,marketplace,completed,card,524.18,7.05,517.13
O0023766,2025-09-25,C002152,,Cyprus,marketplace,completed,card,5.21,0.31,4.9
O0023767,2024-08-07,C011068,S014,Serbia,store,completed,cash,60.93,5.62,55.31
O0023768,2025-02-17,C007601,,Cyprus,mobile_app,completed,wallet,126.7,4.18,122.52
O0023769,2024-07-02,C003808,S009,Cyprus,store,completed,card,73.31,0.73,72.58
O0023770,2023-04-12,C009086,,Serbia,marketplace,completed,bank_transfer,178.42,1.78,176.64
O0023771,2025-08-28,C006027,S002,Serbia,store,completed,card,12.76,0,12.76
O0023772,2024-12-02,C006131,,Cyprus,web,completed,card,577.04,0,577.04
O0023773,2024-09-28,C008639,S008,Cyprus,store,refunded,card,378.79,0.82,377.97
O0023774,2024-05-29,C006233,,Serbia,mobile_app,completed,wallet,630.13,0,630.13
O0023775,2023-11-27,C000794,,Serbia,mobile_app,cancelled,card,131.4,15.35,116.05
O0023776,2023-09-01,C011401,,Serbia,marketplace,completed,wallet,109.73,0,109.73
O0023777,2023-03-21,C002469,S006,Cyprus,store,completed,cash,272.62,16.86,255.76
O0023778,2024-05-10,C004188,,Cyprus,marketplace,completed,card,90.19,6.06,84.13
O0023779,2023-03-15,C008193,,Serbia,web,completed,bank_transfer,182.68,0,182.68
O0023780,2025-07-09,C001941,,Cyprus,mobile_app,completed,wallet,151.88,7.59,144.29
O0023781,2023-07-04,C003166,,Serbia,mobile_app,completed,card,42.5,0,42.5
O0023782,2023-06-05,,,Cyprus,web,completed,card,371.7,0,371.7
O0023783,2024-05-27,,S005,Serbia,store,completed,card,406.47,9.94,396.53
O0023784,2025-09-05,C002931,,Serbia,web,completed,card,11.44,0.57,10.87
O0023785,2025-12-22,C007427,,Cyprus,mobile_app,completed,card,64.42,0,64.42
O0023786,2023-07-02,C003586,,Serbia,web,completed,card,109,0,109
O0023787,2024-11-13,C008635,,Cyprus,web,completed,card,217.17,0,217.17
O0023788,2024-09-28,C003755,,Serbia,web,completed,bank_transfer,12.56,0,12.56
O0023789,2025-04-23,C002927,,Cyprus,marketplace,completed,card,170.76,0,170.76
O0023790,2024-07-29,C010851,,Cyprus,web,completed,card,195.55,9.78,185.77
O0023791,2025-12-30,C011749,,Serbia,web,completed,wallet,57.41,0,57.41
O0023792,2025-03-28,C009618,S015,Cyprus,store,completed,cash,79.58,7.96,71.62
O0023793,2023-05-11,C010140,,Cyprus,mobile_app,completed,card,43.26,0,43.26
O0023794,2025-11-03,C001159,,Serbia,mobile_app,completed,card,200,3.76,196.24
O0023795,2025-12-07,C010892,,Cyprus,web,completed,card,28.9,0,28.9
O0023796,2023-03-25,C001338,,Serbia,web,completed,card,91.3,8.22,83.08
O0023797,2025-04-23,,S009,Cyprus,store,completed,card,258.16,14.22,243.94
O0023798,2025-08-06,C008470,,Serbia,mobile_app,completed,card,725.49,53.55,671.94
O0023799,2023-12-06,C009998,,Cyprus,mobile_app,completed,card,672.84,0,672.84
O0023800,2025-12-01,C008546,S005,Serbia,store,completed,card,472.26,75.56,396.7
O0023801,2023-12-25,,,Cyprus,web,completed,card,188.75,0,188.75
O0023802,2023-10-08,C010539,,Serbia,web,completed,wallet,284.98,0,284.98
O0023803,2024-11-05,C005889,,Serbia,marketplace,completed,card,66.25,6.63,59.62
O0023804,2023-10-12,C007655,S011,Cyprus,store,completed,card,166.65,11.67,154.98
O0023805,2023-07-02,C001313,,Cyprus,mobile_app,completed,wallet,627.07,4.55,622.52
O0023806,2025-02-11,C006032,,Cyprus,mobile_app,completed,wallet,288.62,0,288.62
O0023807,2024-06-29,C010160,,Cyprus,marketplace,completed,card,93.35,0,93.35
O0023808,2024-05-22,C000815,,Serbia,mobile_app,completed,card,326.6,0,326.6
O0023809,2025-12-03,C005192,S002,Serbia,store,completed,card,906.23,45.59,860.64
O0023810,2023-08-30,C007938,,Cyprus,mobile_app,completed,card,2789.11,0,2789.11
O0023811,2023-02-05,C006925,,Cyprus,mobile_app,completed,card,198.24,11.1,187.14
O0023812,2024-11-13,C011738,,Cyprus,web,completed,wallet,226.32,0,226.32
O0023813,2025-05-03,C009777,,Cyprus,mobile_app,completed,wallet,433.21,0,433.21
O0023814,2025-11-01,C006323,,Cyprus,mobile_app,completed,card,371.57,0,371.57
O0023815,2025-08-16,C001531,,Cyprus,web,completed,card,8.55,0.03,8.52
O0023816,2023-12-28,C003018,,Serbia,mobile_app,completed,card,22.49,0,22.49
O0023817,2024-12-19,C002358,,Cyprus,web,completed,card,54.25,4.34,49.91
O0023818,2025-12-25,,,Serbia,web,completed,card,697.49,32.48,665.01
O0023819,2024-04-29,C001206,,Cyprus,web,completed,bank_transfer,25.32,0,25.32
O0023820,2025-02-08,C007556,,Serbia,mobile_app,completed,card,148.68,1.68,147
O0023821,2025-11-14,C005624,S017,Cyprus,store,completed,card,915.74,137.36,778.38
O0023822,2025-02-10,C005763,S003,Serbia,store,refunded,card,161.87,0.46,161.41
O0023823,2025-02-23,C000598,,Cyprus,mobile_app,completed,wallet,77.57,4.65,72.92
O0023824,2024-08-08,C004730,,Serbia,web,cancelled,card,73.81,0.74,73.07
O0023825,2024-08-08,C009067,,Cyprus,web,completed,card,166.95,12.8,154.15
O0023826,2023-03-21,C009335,,Serbia,mobile_app,completed,card,14.43,0,14.43
O0023827,2023-02-23,C003648,S015,Cyprus,store,completed,card,19.92,0,19.92
O0023828,2024-01-12,C006755,S006,Cyprus,store,completed,card,253.49,0,253.49
O0023829,2023-02-11,C002309,,Cyprus,mobile_app,completed,card,394.6,7.58,387.02
O0023830,2025-12-22,C011923,S015,Cyprus,store,completed,card,28.47,0,28.47
O0023831,2025-08-08,C006478,,Serbia,mobile_app,cancelled,bank_transfer,152.06,9.12,142.94
O0023832,2024-12-30,C003063,,Cyprus,web,completed,card,125.48,8.56,116.92
O0023833,2024-12-15,C003806,,Cyprus,web,completed,card,257.58,5.44,252.14
O0023834,2025-03-05,C000962,S006,Cyprus,store,completed,cash,352.81,14.19,338.62
O0023835,2024-02-16,C003563,S011,Cyprus,store,completed,card,82.76,0,82.76
O0023836,2023-07-07,C002360,,Cyprus,web,completed,wallet,80.9,0,80.9
O0023837,2024-11-12,C006838,,Cyprus,mobile_app,completed,card,239.66,21.61,218.05
O0023838,2024-02-08,C002433,,Cyprus,marketplace,completed,card,5.15,0,5.15
O0023839,2025-01-07,C008659,,Cyprus,mobile_app,completed,card,413.64,4.11,409.53
O0023840,2025-04-08,C005068,,Cyprus,mobile_app,refunded,wallet,104.7,1.76,102.94
O0023841,2025-09-06,C008747,,Serbia,mobile_app,completed,wallet,293.28,0,293.28
O0023842,2024-03-14,C003962,,Serbia,mobile_app,completed,bank_transfer,268.35,5.12,263.23
O0023843,2024-09-18,C000190,,Serbia,mobile_app,completed,card,266.51,13.33,253.18
O0023844,2024-02-20,C006136,,Serbia,marketplace,completed,wallet,163.32,3.33,159.99
O0023845,2024-02-22,C008163,,Serbia,web,completed,card,65.96,0.66,65.3
O0023846,2025-05-31,C000080,,Serbia,web,completed,card,294.31,0,294.31
O0023847,2023-08-09,C000007,,Serbia,marketplace,completed,card,158.75,5.78,152.97
O0023848,2024-04-18,C001848,,Serbia,web,completed,card,152.43,1.9,150.53
O0023849,2023-11-25,C005388,,Cyprus,marketplace,refunded,wallet,82.54,14.03,68.51
O0023850,2023-06-05,C007955,,Cyprus,web,completed,card,112.3,0,112.3
O0023851,2024-05-08,C008899,,Serbia,mobile_app,completed,card,85.47,6.13,79.34
O0023852,2023-05-02,C000116,S010,Serbia,store,completed,wallet,87.2,0,87.2
O0023853,2024-11-25,C001927,,Serbia,marketplace,completed,card,23.98,0,23.98
O0023854,2024-12-16,C007349,,Serbia,mobile_app,completed,card,835.63,101.83,733.8
O0023855,2025-11-27,C011319,S005,Serbia,store,completed,card,404.34,1.52,402.82
O0023856,2024-11-01,C000166,,Cyprus,mobile_app,completed,card,232.37,0,232.37
O0023857,2023-10-31,C004787,S017,Cyprus,store,completed,card,722.54,10.73,711.81
O0023858,2023-01-10,C007041,,Serbia,web,completed,card,119.69,0,119.69
O0023859,2025-11-17,C005347,,Cyprus,mobile_app,completed,wallet,234.06,0,234.06
O0023860,2025-12-07,C010389,,Cyprus,web,completed,card,84.31,0,84.31
O0023861,2024-11-10,C003230,,Cyprus,mobile_app,completed,wallet,382.28,24.3,357.98
O0023862,2023-10-22,C006315,S003,Serbia,store,completed,cash,6.34,0,6.34
O0023863,2025-02-07,C010692,,Cyprus,web,completed,card,3.68,0,3.68
O0023864,2024-09-29,C005026,,Serbia,web,completed,wallet,281.93,5.53,276.4
O0023865,2025-07-23,C000153,,Serbia,mobile_app,completed,card,1158.12,96.58,1061.54
O0023866,2025-07-15,C005379,,Serbia,mobile_app,completed,bank_transfer,11.5,0,11.5
O0023867,2024-01-11,C002009,,Cyprus,mobile_app,completed,wallet,47.71,0,47.71
O0023868,2024-06-03,C005564,,Serbia,mobile_app,completed,card,504.9,43,461.9
O0023869,2023-01-18,C002974,,Serbia,web,cancelled,card,193.2,0,193.2
O0023870,2024-11-28,C004159,,Serbia,web,completed,card,13.81,1.93,11.88
O0023871,2025-12-23,C002619,,Serbia,web,completed,card,54.02,0,54.02
O0023872,2024-01-08,C007660,,Cyprus,web,completed,card,531.8,15.85,515.95
O0023873,2025-08-06,C010176,S017,Cyprus,store,completed,card,111.66,1.1,110.56
O0023874,2023-12-23,C004652,S003,Serbia,store,completed,card,116.21,0,116.21
O0023875,2024-11-25,C003815,S010,Serbia,store,completed,card,169.91,11.51,158.4
O0023876,2025-04-15,C003824,,Cyprus,mobile_app,completed,card,76.43,6.45,69.98
O0023877,2025-04-09,C011593,,Serbia,mobile_app,completed,bank_transfer,27.05,1.62,25.43
O0023878,2025-12-05,,,Cyprus,mobile_app,completed,card,535.08,60.15,474.93
O0023879,2025-12-10,C011980,S018,Cyprus,store,completed,card,90.27,0,90.27
O0023880,2024-11-24,C004163,,Serbia,web,completed,card,788.3,63.06,725.24
O0023881,2023-12-08,C008923,,Cyprus,web,completed,wallet,115.42,8.99,106.43
O0023882,2024-07-20,C009133,,Cyprus,marketplace,completed,card,295.8,21.85,273.95
O0023883,2023-10-21,C001646,,Serbia,mobile_app,completed,card,290.28,24.33,265.95
O0023884,2024-06-26,C004493,,Serbia,mobile_app,completed,card,10.88,0.11,10.77
O0023885,2025-02-11,C000519,,Serbia,marketplace,completed,card,83.2,0.44,82.76
O0023886,2024-05-21,C001961,,Cyprus,web,completed,card,95.55,0,95.55
O0023887,2023-12-19,C006458,,Serbia,web,completed,card,832.85,28.07,804.78
O0023888,2023-07-16,C003533,,Serbia,web,completed,card,1255.45,23.88,1231.57
O0023889,2025-06-02,C004734,,Serbia,web,completed,card,117.5,8.46,109.04
O0023890,2025-07-26,C006005,S001,Cyprus,store,completed,card,37.39,1.87,35.52
O0023891,2023-08-04,C001856,,Cyprus,web,completed,card,70.4,6.34,64.06
O0023892,2024-08-31,C001812,,Serbia,web,completed,card,96.72,2.9,93.82
O0023893,2023-06-15,C001356,,Serbia,web,completed,card,63.51,0,63.51
O0023894,2025-11-20,,S006,Cyprus,store,completed,cash,36.57,2.66,33.91
O0023895,2025-06-13,C010119,,Cyprus,mobile_app,completed,card,354.18,0,354.18
O0023896,2024-04-05,C008219,,Serbia,web,cancelled,card,262.41,20.75,241.66
O0023897,2024-03-21,C007283,S008,Cyprus,store,completed,card,448.41,24.69,423.72
O0023898,2025-08-17,C002716,,Serbia,marketplace,completed,card,59.21,0,59.21
O0023899,2024-03-02,C011907,S002,Serbia,store,refunded,card,64.07,0,64.07
O0023900,2023-07-10,C002398,,Cyprus,mobile_app,cancelled,card,190.45,2.11,188.34
O0023901,2023-07-08,C003243,,Cyprus,web,completed,card,131.86,10.55,121.31
O0023902,2024-10-29,C005809,S003,Serbia,store,completed,card,454.34,4.54,449.8
O0023903,2024-01-08,C002658,S002,Serbia,store,completed,wallet,203.72,0,203.72
O0023904,2025-12-21,C002934,,Cyprus,mobile_app,completed,card,38.12,0,38.12
O0023905,2025-10-02,C011262,S010,Serbia,store,completed,card,171.65,0.29,171.36
O0023906,2023-04-14,C010908,,Cyprus,marketplace,completed,card,35.77,0,35.77
O0023907,2025-09-18,C001911,,Cyprus,mobile_app,completed,card,426.99,0,426.99
O0023908,2023-09-05,C009059,,Serbia,mobile_app,completed,card,65.16,2.15,63.01
O0023909,2024-02-18,C010453,,Cyprus,web,completed,bank_transfer,47.56,0.18,47.38
O0023910,2025-05-25,C007096,,Serbia,marketplace,completed,card,89.41,8.05,81.36
O0023911,2025-11-20,C011393,S010,Serbia,store,cancelled,wallet,114.14,8.32,105.82
O0023912,2023-01-13,C003685,,Cyprus,web,completed,card,79.85,7.19,72.66
O0023913,2025-08-06,C000535,S017,Cyprus,store,completed,card,91.97,3.96,88.01
O0023914,2023-03-01,C004214,S003,Serbia,store,completed,cash,159.56,0,159.56
O0023915,2024-05-01,C001929,,Serbia,web,completed,card,70.17,4.21,65.96
O0023916,2023-04-06,C003130,,Serbia,web,completed,card,331.81,6.3,325.51
O0023917,2023-12-25,C001741,,Serbia,web,completed,card,377.63,2.45,375.18
O0023918,2023-04-06,C005696,S006,Cyprus,store,completed,card,601.43,0,601.43
O0023919,2024-09-28,C003462,,Cyprus,web,completed,card,109.01,1.3,107.71
O0023920,2025-04-04,C011450,,Serbia,web,completed,card,89.66,0,89.66
O0023921,2024-09-28,C006723,,Cyprus,mobile_app,completed,wallet,74.29,5.2,69.09
O0023922,2025-03-27,C004992,,Serbia,marketplace,completed,bank_transfer,430.06,12.9,417.16
O0023923,2023-08-02,C006844,,Serbia,mobile_app,completed,card,113.24,6.79,106.45
O0023924,2023-04-17,C011846,,Serbia,mobile_app,completed,card,38.85,0,38.85
O0023925,2025-12-20,C004179,S011,Cyprus,store,completed,card,490.74,1.94,488.8
O0023926,2025-10-13,C004742,,Cyprus,web,completed,card,807.79,29.18,778.61
O0023927,2023-12-18,C011973,,Serbia,web,completed,wallet,709.43,0,709.43
O0023928,2024-10-10,C002521,,Serbia,web,completed,card,842.48,43.65,798.83
O0023929,2025-09-19,C000043,,Cyprus,web,completed,card,89.17,0,89.17
O0023930,2024-11-18,C002807,,Cyprus,marketplace,completed,card,131.42,15.77,115.65
O0023931,2023-06-05,C007053,,Cyprus,web,completed,card,223.92,2.44,221.48
O0023932,2025-03-06,C005292,,Serbia,mobile_app,completed,card,268.23,6.11,262.12
O0023933,2024-03-31,C007862,S011,Cyprus,store,completed,cash,126.96,5.08,121.88
O0023934,2023-07-27,,,Serbia,mobile_app,completed,bank_transfer,331.98,2.32,329.66
O0023935,2025-08-24,C007988,,Cyprus,marketplace,completed,bank_transfer,371.19,1.21,369.98
O0023936,2023-01-21,C005345,S007,Cyprus,store,completed,card,3.43,0,3.43
O0023937,2024-12-21,,,Serbia,web,completed,card,121,0,121
O0023938,2024-03-03,C002402,,Cyprus,marketplace,completed,wallet,298.98,0.62,298.36
O0023939,2025-05-04,C004360,S003,Serbia,store,completed,card,280.79,0,280.79
O0023940,2025-04-29,C005455,,Serbia,marketplace,completed,card,220.25,0.37,219.88
O0023941,2024-07-13,C002210,,Cyprus,marketplace,completed,card,11.35,0.11,11.24
O0023942,2023-07-27,C001680,,Cyprus,marketplace,completed,wallet,103.32,5.17,98.15
O0023943,2023-05-13,C011598,,Cyprus,mobile_app,completed,card,89.33,0.1,89.23
O0023944,2023-08-09,C002995,S011,Cyprus,store,completed,card,143.11,1.43,141.68
O0023945,2024-08-03,C006297,,Cyprus,web,completed,card,132.33,0,132.33
O0023946,2025-05-03,C001246,,Serbia,marketplace,completed,wallet,225.82,13.2,212.62
O0023947,2023-09-25,C003549,,Serbia,web,completed,wallet,361.49,20.09,341.4
O0023948,2025-05-13,C005330,S012,Serbia,store,completed,card,136.86,1.61,135.25
O0023949,2024-01-08,C006802,,Cyprus,mobile_app,completed,card,201.35,8.86,192.49
O0023950,2024-05-18,C006993,,Serbia,mobile_app,completed,wallet,180.63,9.03,171.6
O0023951,2025-12-09,C007853,,Serbia,marketplace,completed,card,2479.43,0,2479.43
O0023952,2025-02-18,,,Cyprus,mobile_app,refunded,card,383.55,2.29,381.26
O0023953,2025-04-10,C004375,,Cyprus,mobile_app,completed,card,90.34,0.9,89.44
O0023954,2024-07-20,C009949,,Cyprus,mobile_app,completed,bank_transfer,594.55,0,594.55
O0023955,2024-03-28,C002897,,Cyprus,marketplace,completed,wallet,182.4,1.52,180.88
O0023956,2023-09-15,C002531,,Serbia,mobile_app,completed,card,97.07,0.38,96.69
O0023957,2023-12-23,C004236,,Cyprus,web,completed,card,57.6,9.79,47.81
O0023958,2024-04-09,C000571,,Serbia,mobile_app,completed,wallet,548.62,36.16,512.46
O0023959,2023-09-17,C009000,,Serbia,web,completed,card,27.07,0,27.07
O0023960,2025-04-20,C000151,S017,Cyprus,store,completed,card,9.8,0,9.8
O0023961,2024-05-21,C000034,,Cyprus,mobile_app,refunded,card,21.44,0,21.44
O0023962,2025-11-06,C001376,S003,Serbia,store,completed,card,857.37,67.11,790.26
O0023963,2024-09-09,C001737,,Cyprus,web,completed,card,35.4,0,35.4
O0023964,2023-05-29,C009105,,Serbia,web,cancelled,bank_transfer,6.32,0.38,5.94
O0023965,2025-09-09,C009389,,Cyprus,marketplace,completed,card,185.97,3.05,182.92
O0023966,2023-02-18,C011661,,Serbia,mobile_app,completed,card,68.46,4.11,64.35
O0023967,2023-01-05,C009090,S013,Cyprus,store,refunded,cash,855.81,0,855.81
O0023968,2025-02-16,C009267,,Cyprus,web,completed,card,48.54,0,48.54
O0023969,2024-12-11,C005402,S011,Cyprus,store,completed,card,38.64,0,38.64
O0023970,2023-11-26,C000261,,Cyprus,marketplace,completed,card,79.14,0,79.14
O0023971,2023-05-09,C008584,,Cyprus,web,completed,card,498.44,0,498.44
O0023972,2023-11-14,C011848,S005,Serbia,store,completed,card,117.63,1.18,116.45
O0023973,2023-07-12,C006999,,Cyprus,web,completed,card,235.44,5.66,229.78
O0023974,2023-04-18,C011942,,Serbia,web,completed,card,30.61,0,30.61
O0023975,2023-09-07,C007899,S005,Serbia,store,completed,card,83.71,0,83.71
O0023976,2023-12-26,C006715,,Cyprus,web,completed,card,294.77,27.66,267.11
O0023977,2025-07-23,C003089,,Cyprus,web,completed,card,136.69,5.66,131.03
O0023978,2025-12-18,C010333,,Cyprus,web,cancelled,card,515.78,25.79,489.99
O0023979,2024-03-20,C010187,,Cyprus,web,completed,card,73.6,0.74,72.86
O0023980,2025-06-24,C008363,S012,Serbia,store,cancelled,cash,174.06,10.44,163.62
O0023981,2024-11-22,C008386,,Cyprus,web,refunded,wallet,213.58,17.45,196.13
O0023982,2024-10-06,C006487,,Cyprus,web,completed,bank_transfer,1413.02,3.06,1409.96
O0023983,2023-08-19,C011512,,Serbia,web,completed,card,93.08,1.2,91.88
O0023984,2024-02-21,C001635,,Serbia,mobile_app,completed,card,68.89,4.82,64.07
O0023985,2023-03-19,,,Cyprus,mobile_app,completed,card,8.43,0.67,7.76
O0023986,2024-12-01,C007159,,Cyprus,marketplace,completed,card,82.72,0.83,81.89
O0023987,2025-11-30,C011767,,Serbia,mobile_app,completed,card,1008.76,111.75,897.01
O0023988,2024-05-29,C010297,,Cyprus,mobile_app,completed,card,743.06,0,743.06
O0023989,2023-12-01,,S003,Serbia,store,completed,cash,67.95,0,67.95
O0023990,2024-05-03,C006572,S012,Serbia,store,completed,card,614.42,24.58,589.84
O0023991,2025-12-04,C006362,,Cyprus,mobile_app,completed,card,15.58,0.31,15.27
O0023992,2025-11-28,C011281,,Serbia,web,completed,wallet,983.58,0,983.58
O0023993,2024-02-03,C000167,,Serbia,marketplace,completed,card,62.46,1.25,61.21
O0023994,2023-08-03,C011689,,Serbia,web,completed,card,110.98,7.77,103.21
O0023995,2025-11-03,C000373,,Serbia,web,completed,card,205.52,11.4,194.12
O0023996,2025-11-15,C000521,,Serbia,web,completed,card,35.05,2.25,32.8
O0023997,2023-07-29,C001720,S009,Cyprus,store,completed,card,96.78,3.81,92.97
O0023998,2024-08-08,C008609,S011,Cyprus,store,completed,card,43.57,2.61,40.96
O0023999,2023-08-22,C005957,,Serbia,web,completed,card,7.74,0,7.74
O0024000,2024-11-25,C009325,,Serbia,web,completed,card,363.38,0,363.38
O0024001,2024-12-13,C003177,,Serbia,mobile_app,completed,card,322.65,1.11,321.54
O0024002,2025-12-22,C005979,,Serbia,web,completed,card,160.06,9.61,150.45
O0024003,2024-05-11,C004827,,Serbia,marketplace,completed,wallet,30.89,0,30.89
O0024004,2024-11-20,C003466,,Cyprus,mobile_app,completed,wallet,102.84,0,102.84
O0024005,2024-02-01,C008322,,Cyprus,web,completed,card,490.65,6.01,484.64
O0024006,2025-10-01,C008339,,Cyprus,mobile_app,completed,card,269.11,0,269.11
O0024007,2025-12-17,C009724,,Serbia,web,completed,bank_transfer,754.7,0,754.7
O0024008,2024-01-29,C000142,,Serbia,web,completed,card,9.78,0,9.78
O0024009,2025-10-30,C007372,,Serbia,marketplace,completed,card,151.61,4.98,146.63
O0024010,2024-03-19,C008024,,Serbia,web,completed,wallet,334.65,6.69,327.96
O0024011,2025-08-10,C000598,,Serbia,web,completed,card,523.99,0,523.99
O0024012,2024-12-25,C005610,,Serbia,mobile_app,completed,bank_transfer,318.71,9.56,309.15
O0024013,2025-11-21,C001505,S017,Cyprus,store,completed,card,135.2,11.61,123.59
O0024014,2023-11-01,C004070,,Serbia,mobile_app,completed,card,278.24,29.19,249.05
O0024015,2023-11-22,C002650,S013,Cyprus,store,completed,card,379.29,0,379.29
O0024016,2025-11-26,C007790,,Cyprus,web,refunded,card,5.21,0,5.21
O0024017,2025-09-22,C002568,,Cyprus,web,completed,card,18.81,0,18.81
O0024018,2024-07-23,C007378,,Serbia,web,completed,bank_transfer,603.03,49.3,553.73
O0024019,2024-01-02,C001938,,Cyprus,mobile_app,completed,card,463.11,15.47,447.64
O0024020,2023-06-08,C011782,,Serbia,web,completed,card,52.85,0,52.85
O0024021,2023-11-28,C008849,,Cyprus,web,completed,card,824.13,10.74,813.39
O0024022,2025-06-01,C002522,,Serbia,web,completed,card,22.79,0,22.79
O0024023,2024-09-18,C003409,S004,Serbia,store,completed,card,684.11,0,684.11
O0024024,2023-07-08,C005977,,Serbia,marketplace,completed,card,27.79,0,27.79
O0024025,2025-01-23,C006106,S010,Serbia,store,completed,cash,85.85,0,85.85
O0024026,2024-09-20,C011885,S016,Serbia,store,completed,card,82.85,5.32,77.53
O0024027,2025-10-19,C003359,,Serbia,mobile_app,completed,wallet,59,0,59
O0024028,2025-08-07,C008775,,Serbia,mobile_app,completed,card,191.83,8.39,183.44
O0024029,2024-08-26,,,Serbia,mobile_app,completed,card,329.55,9.87,319.68
O0024030,2023-07-22,C000958,,Cyprus,mobile_app,completed,bank_transfer,77.21,0,77.21
O0024031,2024-11-06,C003703,,Cyprus,mobile_app,completed,card,167.52,4.92,162.6
O0024032,2025-12-28,C000861,,Serbia,mobile_app,completed,card,56.82,0,56.82
O0024033,2024-11-22,C005596,S003,Serbia,store,completed,card,104.44,0,104.44
O0024034,2025-09-26,C011886,,Serbia,marketplace,completed,bank_transfer,82.54,0,82.54
O0024035,2025-07-10,,,Serbia,marketplace,completed,bank_transfer,322.21,8.86,313.35
O0024036,2024-03-08,C004662,S015,Cyprus,store,cancelled,cash,718.57,36.76,681.81
O0024037,2025-01-29,C000243,S006,Cyprus,store,completed,card,324.74,10.2,314.54
O0024038,2023-09-28,C008843,,Cyprus,web,completed,wallet,13.46,0,13.46
O0024039,2023-04-06,C011921,,Serbia,mobile_app,completed,wallet,950.2,0.74,949.46
O0024040,2023-10-09,C001114,S005,Serbia,store,completed,cash,86.58,4.33,82.25
O0024041,2024-05-21,C005612,S018,Cyprus,store,completed,card,387.06,3.4,383.66
O0024042,2025-04-28,,,Cyprus,mobile_app,completed,card,62.34,0,62.34
O0024043,2024-08-22,C011979,,Serbia,mobile_app,completed,wallet,101.48,0,101.48
O0024044,2025-10-10,C009017,S002,Serbia,store,completed,cash,439.1,0,439.1
O0024045,2025-12-20,C001339,,Cyprus,web,cancelled,bank_transfer,603.12,2.09,601.03
O0024046,2024-10-04,C006970,,Cyprus,web,completed,card,107.43,0,107.43
O0024047,2025-09-24,C011750,S008,Cyprus,store,completed,wallet,384.65,0,384.65
