order_item_id,order_id,product_id,quantity,unit_price_eur,discount_pct,line_net_amount_eur
I00070618,O0035612,P0165,1,39.66,0.08,36.49
I00070619,O0035612,P0024,1,95.83,0,95.83
I00070620,O0035612,P0145,2,18.2,0.02,35.67
I00070621,O0035613,P0149,1,78.9,0,78.9
I00070622,O0035613,P0113,1,418.32,0.09,380.67
I00070623,O0035613,P0185,1,29.01,0.1,26.11
I00070624,O0035614,P0108,1,289.42,0.17,240.22
I00070625,O0035614,P0158,1,16.39,0.11,14.59
I00070626,O0035614,P0204,1,209.09,0.08,192.36
I00070627,O0035615,P0202,2,43.39,0.08,79.84
I00070628,O0035616,P0055,3,105.09,0,315.27
I00070629,O0035616,P0190,1,56.94,0.09,51.82
I00070630,O0035616,P0162,2,107.41,0,214.82
I00070631,O0035617,P0094,1,45.48,0.06,42.75
I00070632,O0035617,P0010,1,85.21,0,85.21
I00070633,O0035618,P0138,1,9.66,0.06,9.08
I00070634,O0035618,P0217,1,4.18,0,4.18
I00070635,O0035619,P0229,1,29.4,0,29.4
I00070636,O0035619,P0192,1,27.74,0,27.74
I00070637,O0035619,P0044,1,38.09,0,38.09
I00070638,O0035620,P0172,1,83.12,0,83.12
I00070639,O0035621,P0207,1,78.43,0,78.43
I00070640,O0035622,P0053,1,9.34,0.06,8.78
I00070641,O0035622,P0064,1,63.15,0,63.15
I00070642,O0035622,P0151,1,79.92,0,79.92
I00070643,O0035623,P0217,1,4.17,0,4.17
I00070644,O0035623,P0006,1,101.37,0,101.37
I00070645,O0035624,P0021,1,7.17,0,7.17
I00070646,O0035625,P0006,1,98.51,0,98.51
I00070647,O0035626,P0062,1,5.19,0,5.19
I00070648,O0035627,P0075,1,12.84,0.07,11.94
I00070649,O0035628,P0175,2,148.43,0,296.86
I00070650,O0035629,P0095,1,38.3,0,38.3
I00070651,O0035630,P0008,1,40.08,0,40.08
I00070652,O0035631,P0043,1,7.55,0,7.55
I00070653,O0035631,P0199,1,230.63,0,230.63
I00070654,O0035631,P0170,1,78.59,0,78.59
I00070655,O0035631,P0109,1,81.95,0,81.95
I00070656,O0035631,P0127,1,11.44,0.01,11.33
I00070657,O0035632,P0022,2,62.77,0,125.54
I00070658,O0035632,P0189,1,40.11,0,40.11
I00070659,O0035632,P0141,1,247.74,0,247.74
I00070660,O0035633,P0001,1,126.95,0.08,116.79
I00070661,O0035633,P0062,1,5.17,0.08,4.76
I00070662,O0035633,P0055,1,102.7,0.06,96.54
I00070663,O0035633,P0190,1,53.79,0,53.79
I00070664,O0035633,P0204,1,211.57,0.07,196.76
I00070665,O0035633,P0045,1,62.64,0,62.64
I00070666,O0035634,P0005,2,84.87,0.08,156.16
I00070667,O0035634,P0035,1,25.5,0,25.5
I00070668,O0035634,P0114,1,121.17,0,121.17
I00070669,O0035634,P0194,1,44.65,0.15,37.95
I00070670,O0035635,P0155,1,28.72,0.11,25.56
I00070671,O0035635,P0014,1,240.49,0,240.49
I00070672,O0035635,P0118,1,230.67,0.02,226.06
I00070673,O0035635,P0202,1,44.31,0,44.31
I00070674,O0035636,P0230,1,230.7,0,230.7
I00070675,O0035637,P0150,1,82.53,0,82.53
I00070676,O0035637,P0071,1,109.17,0,109.17
I00070677,O0035637,P0173,1,129.34,0,129.34
I00070678,O0035638,P0066,1,183.87,0.01,182.03
I00070679,O0035638,P0035,1,26.77,0,26.77
I00070680,O0035639,P0035,1,26.47,0,26.47
I00070681,O0035640,P0210,1,48.01,0,48.01
I00070682,O0035640,P0142,2,133.09,0,266.18
I00070683,O0035640,P0014,1,249.46,0,249.46
I00070684,O0035641,P0159,1,100.72,0,100.72
I00070685,O0035642,P0035,1,25.08,0.06,23.58
I00070686,O0035642,P0228,3,61.72,0,185.16
I00070687,O0035642,P0196,1,120.12,0,120.12
I00070688,O0035643,P0151,1,83.44,0.06,78.43
I00070689,O0035643,P0220,1,9.12,0.01,9.03
I00070690,O0035643,P0084,1,36.59,0.09,33.3
I00070691,O0035643,P0233,1,90.75,0,90.75
I00070692,O0035644,P0128,1,667.88,0.05,634.49
I00070693,O0035644,P0041,2,91.21,0,182.42
I00070694,O0035644,P0153,1,47.93,0.05,45.53
I00070695,O0035645,P0020,1,38.56,0,38.56
I00070696,O0035645,P0071,1,109.6,0,109.6
I00070697,O0035645,P0197,1,12.61,0,12.61
I00070698,O0035645,P0050,2,185.39,0,370.78
I00070699,O0035645,P0004,1,39.62,0,39.62
I00070700,O0035646,P0164,1,68.38,0.05,64.96
I00070701,O0035647,P0166,2,563.23,0,1126.46
I00070702,O0035647,P0077,1,138.94,0,138.94
I00070703,O0035647,P0097,1,9.65,0,9.65
I00070704,O0035648,P0174,1,44.01,0,44.01
I00070705,O0035649,P0076,1,8.18,0,8.18
I00070706,O0035650,P0065,1,558.95,0,558.95
I00070707,O0035650,P0056,1,145.92,0,145.92
I00070708,O0035650,P0153,4,47.65,0,190.6
I00070709,O0035650,P0193,2,54.17,0,108.34
I00070710,O0035651,P0025,1,16.27,0,16.27
I00070711,O0035652,P0059,1,218.98,0,218.98
I00070712,O0035653,P0142,1,135.01,0,135.01
I00070713,O0035653,P0070,2,79.9,0.1,143.82
I00070714,O0035653,P0058,1,38.94,0,38.94
I00070715,O0035654,P0120,1,9.51,0,9.51
I00070716,O0035655,P0175,2,147.64,0,295.28
I00070717,O0035656,P0165,1,40.83,0.07,37.97
I00070718,O0035656,P0179,1,358.48,0.04,344.14
I00070719,O0035657,P0025,1,17.35,0,17.35
I00070720,O0035658,P0143,1,70.02,0,70.02
I00070721,O0035659,P0159,1,100.92,0.06,94.86
I00070722,O0035660,P0225,1,56.8,0,56.8
I00070723,O0035660,P0025,1,16.34,0,16.34
I00070724,O0035660,P0161,1,73.67,0,73.67
I00070725,O0035661,P0100,1,1.61,0.02,1.58
I00070726,O0035661,P0187,1,236,0,236
I00070727,O0035661,P0140,1,14.03,0,14.03
I00070728,O0035661,P0114,1,116.35,0,116.35
I00070729,O0035662,P0188,1,60.55,0,60.55
I00070730,O0035662,P0108,1,296.83,0.02,290.89
I00070731,O0035663,P0115,1,72.43,0.01,71.71
I00070732,O0035663,P0189,2,40.96,0,81.92
I00070733,O0035663,P0116,2,73.79,0,147.58
I00070734,O0035664,P0016,1,92,0.1,82.8
I00070735,O0035664,P0042,3,16.76,0.02,49.27
I00070736,O0035664,P0146,2,34.92,0,69.84
I00070737,O0035664,P0018,1,10.1,0,10.1
I00070738,O0035665,P0043,1,7.95,0,7.95
I00070739,O0035666,P0103,1,97.13,0,97.13
I00070740,O0035667,P0226,1,10.14,0,10.14
I00070741,O0035668,P0107,1,11.26,0,11.26
I00070742,O0035668,P0201,1,8.31,0.02,8.14
I00070743,O0035669,P0113,1,437.57,0,437.57
I00070744,O0035669,P0153,1,46.84,0,46.84
I00070745,O0035670,P0061,1,20.05,0,20.05
I00070746,O0035670,P0197,1,13.08,0,13.08
I00070747,O0035671,P0172,1,77.95,0,77.95
I00070748,O0035672,P0094,1,45.62,0,45.62
I00070749,O0035673,P0068,1,13.13,0,13.13
I00070750,O0035673,P0030,1,65.63,0,65.63
I00070751,O0035673,P0191,1,75.43,0,75.43
I00070752,O0035674,P0066,1,181.86,0,181.86
I00070753,O0035674,P0050,2,181.59,0,363.18
I00070754,O0035675,P0056,1,136.51,0.05,129.68
I00070755,O0035676,P0086,1,117.43,0,117.43
I00070756,O0035677,P0096,1,101.32,0,101.32
I00070757,O0035677,P0120,1,10.23,0.08,9.41
I00070758,O0035677,P0035,1,25.13,0,25.13
I00070759,O0035678,P0023,1,73.76,0,73.76
I00070760,O0035678,P0102,2,217.1,0,434.2
I00070761,O0035679,P0240,1,99.22,0,99.22
I00070762,O0035680,P0038,1,66.22,0,66.22
I00070763,O0035681,P0031,1,280.7,0.07,261.05
I00070764,O0035682,P0239,1,20.53,0,20.53
I00070765,O0035682,P0079,1,21.18,0.01,20.97
I00070766,O0035683,P0025,1,17.4,0,17.4
I00070767,O0035683,P0047,1,8.69,0,8.69
I00070768,O0035684,P0014,1,253.87,0,253.87
I00070769,O0035685,P0056,1,145.49,0,145.49
I00070770,O0035685,P0142,1,135.21,0.09,123.04
I00070771,O0035686,P0088,1,65.35,0,65.35
I00070772,O0035686,P0075,2,12.5,0,25
I00070773,O0035686,P0236,1,239.52,0.02,234.73
I00070774,O0035686,P0040,2,27.04,0.08,49.75
I00070775,O0035687,P0224,1,35.75,0.08,32.89
I00070776,O0035688,P0148,1,78.37,0.04,75.24
I00070777,O0035688,P0011,2,139.13,0.01,275.48
I00070778,O0035689,P0180,1,85.25,0.01,84.4
I00070779,O0035689,P0049,1,79.68,0.02,78.09
I00070780,O0035690,P0055,1,102.45,0.05,97.33
I00070781,O0035690,P0199,1,221.13,0.02,216.71
I00070782,O0035691,P0139,1,131.29,0,131.29
I00070783,O0035692,P0065,1,576.34,0,576.34
I00070784,O0035693,P0209,1,71.49,0.03,69.35
I00070785,O0035694,P0016,1,97.66,0,97.66
I00070786,O0035694,P0098,1,665.57,0.03,645.6
I00070787,O0035695,P0049,1,80.68,0,80.68
I00070788,O0035696,P0144,1,527.06,0,527.06
I00070789,O0035697,P0109,1,86.28,0.09,78.51
I00070790,O0035697,P0221,4,5.49,0.08,20.2
I00070791,O0035697,P0001,1,124.86,0,124.86
I00070792,O0035698,P0164,1,67.45,0,67.45
I00070793,O0035698,P0013,1,9.16,0,9.16
I00070794,O0035699,P0217,1,4.26,0,4.26
I00070795,O0035699,P0177,1,84.84,0,84.84
I00070796,O0035699,P0146,1,35.51,0.02,34.8
I00070797,O0035700,P0121,2,86.23,0.07,160.39
I00070798,O0035701,P0195,1,559.68,0.16,470.13
I00070799,O0035702,P0055,1,98.92,0.06,92.98
I00070800,O0035702,P0199,1,228.42,0,228.42
I00070801,O0035702,P0215,1,204.34,0,204.34
I00070802,O0035702,P0012,1,179.43,0.02,175.84
I00070803,O0035702,P0234,1,431.53,0.03,418.58
I00070804,O0035703,P0233,1,92.68,0,92.68
I00070805,O0035704,P0003,1,63.33,0.08,58.26
I00070806,O0035705,P0072,1,37.93,0.07,35.27
I00070807,O0035705,P0091,1,45.8,0,45.8
I00070808,O0035705,P0180,1,86.11,0,86.11
I00070809,O0035706,P0006,2,97.41,0.06,183.13
I00070810,O0035706,P0222,2,11.31,0,22.62
I00070811,O0035707,P0089,2,11.78,0.04,22.62
I00070812,O0035707,P0192,1,27.81,0.04,26.7
I00070813,O0035708,P0182,1,123.06,0,123.06
I00070814,O0035708,P0030,1,67.3,0.06,63.26
I00070815,O0035708,P0104,1,20.83,0,20.83
I00070816,O0035708,P0038,1,67.69,0,67.69
I00070817,O0035708,P0055,1,99.55,0.03,96.56
I00070818,O0035709,P0109,1,81.34,0.02,79.71
I00070819,O0035709,P0026,3,26.28,0.01,78.05
I00070820,O0035709,P0106,1,575.44,0.04,552.42
I00070821,O0035710,P0168,1,77.16,0.07,71.76
I00070822,O0035710,P0068,2,13.27,0,26.54
I00070823,O0035711,P0206,1,55.91,0,55.91
I00070824,O0035711,P0215,1,213.93,0.03,207.51
I00070825,O0035711,P0144,2,522.43,0.02,1023.96
I00070826,O0035712,P0101,1,19.53,0,19.53
I00070827,O0035712,P0033,1,158.59,0.08,145.9
I00070828,O0035712,P0224,1,36.53,0,36.53
I00070829,O0035712,P0095,1,35.84,0.1,32.26
I00070830,O0035713,P0031,1,283.81,0,283.81
I00070831,O0035714,P0057,1,39.08,0,39.08
I00070832,O0035715,P0224,1,34.99,0.09,31.84
I00070833,O0035716,P0183,1,12.08,0.06,11.36
I00070834,O0035717,P0015,1,298.85,0,298.85
I00070835,O0035717,P0229,1,28.78,0,28.78
I00070836,O0035718,P0002,1,183.11,0,183.11
I00070837,O0035718,P0094,1,46.41,0,46.41
I00070838,O0035718,P0061,1,21.67,0.08,19.94
I00070839,O0035718,P0235,1,723.46,0,723.46
I00070840,O0035719,P0125,1,84.79,0,84.79
I00070841,O0035719,P0106,1,569.87,0,569.87
I00070842,O0035720,P0238,1,79.66,0,79.66
I00070843,O0035721,P0122,1,402.49,0.08,370.29
I00070844,O0035722,P0124,1,15.07,0,15.07
I00070845,O0035722,P0050,1,190.97,0.05,181.42
I00070846,O0035722,P0180,1,86.18,0,86.18
I00070847,O0035723,P0142,1,140.72,0.06,132.28
I00070848,O0035724,P0137,1,765.02,0,765.02
I00070849,O0035725,P0108,1,293.35,0.09,266.95
I00070850,O0035726,P0162,1,102.68,0.18,84.2
I00070851,O0035727,P0184,1,98.1,0.01,97.12
I00070852,O0035727,P0219,2,174.2,0,348.4
I00070853,O0035727,P0115,1,72.88,0.02,71.42
I00070854,O0035727,P0236,1,240.06,0,240.06
I00070855,O0035727,P0144,1,518.18,0,518.18
I00070856,O0035727,P0166,1,569.39,0.05,540.92
I00070857,O0035728,P0077,1,133.13,0,133.13
I00070858,O0035729,P0016,1,94.4,0,94.4
I00070859,O0035730,P0234,1,408.33,0,408.33
I00070860,O0035730,P0159,1,102.19,0,102.19
I00070861,O0035731,P0118,1,233.15,0,233.15
I00070862,O0035731,P0031,1,279.79,0.17,232.23
I00070863,O0035731,P0018,1,10.45,0,10.45
I00070864,O0035732,P0105,1,52.2,0.07,48.55
I00070865,O0035732,P0143,1,70.29,0.03,68.18
I00070866,O0035732,P0006,2,95.18,0,190.36
I00070867,O0035732,P0026,1,26.69,0,26.69
I00070868,O0035733,P0105,1,51.98,0,51.98
I00070869,O0035734,P0148,1,74.12,0,74.12
I00070870,O0035734,P0003,1,66.54,0.04,63.88
I00070871,O0035734,P0171,1,13.02,0,13.02
I00070872,O0035734,P0216,2,58.3,0,116.6
I00070873,O0035735,P0118,1,241.49,0.01,239.08
I00070874,O0035735,P0121,1,89.46,0.05,84.99
I00070875,O0035735,P0137,1,741.86,0.05,704.77
I00070876,O0035735,P0227,1,58.39,0,58.39
I00070877,O0035736,P0057,1,38.92,0.14,33.47
I00070878,O0035736,P0021,2,6.83,0,13.66
I00070879,O0035736,P0027,1,88.24,0,88.24
I00070880,O0035737,P0034,1,28.97,0.07,26.94
I00070881,O0035738,P0085,1,253.4,0,253.4
I00070882,O0035739,P0133,1,28.96,0,28.96
I00070883,O0035739,P0154,1,93.83,0,93.83
I00070884,O0035740,P0219,1,177.69,0.01,175.91
I00070885,O0035741,P0218,1,18.74,0.03,18.18
I00070886,O0035741,P0147,1,71.32,0,71.32
I00070887,O0035742,P0229,1,29.04,0,29.04
I00070888,O0035743,P0192,1,27.51,0,27.51
I00070889,O0035744,P0127,1,11.11,0.05,10.55
I00070890,O0035745,P0022,1,61.47,0,61.47
I00070891,O0035746,P0095,1,38.18,0.07,35.51
I00070892,O0035746,P0012,1,180.08,0,180.08
I00070893,O0035747,P0085,3,256.98,0,770.94
I00070894,O0035747,P0018,1,10.17,0.08,9.36
I00070895,O0035748,P0102,1,223.9,0.07,208.23
I00070896,O0035749,P0178,2,3.52,0,7.04
I00070897,O0035749,P0169,2,58.57,0,117.14
I00070898,O0035750,P0196,1,121.11,0.02,118.69
I00070899,O0035750,P0218,1,19.46,0.12,17.12
I00070900,O0035750,P0112,1,109.87,0,109.87
I00070901,O0035751,P0170,1,74.45,0.16,62.54
I00070902,O0035752,P0130,1,105.17,0,105.17
I00070903,O0035752,P0137,1,716.77,0.08,659.43
I00070904,O0035753,P0151,1,81.93,0,81.93
I00070905,O0035754,P0060,1,11.02,0,11.02
I00070906,O0035754,P0051,1,41.46,0,41.46
I00070907,O0035754,P0164,2,68.24,0.03,132.39
I00070908,O0035755,P0076,1,7.94,0,7.94
I00070909,O0035755,P0057,1,38.22,0,38.22
I00070910,O0035755,P0229,1,28.04,0.08,25.8
I00070911,O0035755,P0085,1,251.48,0,251.48
I00070912,O0035756,P0232,1,11.94,0,11.94
I00070913,O0035756,P0230,2,232.64,0,465.28
I00070914,O0035757,P0060,1,10.42,0,10.42
I00070915,O0035758,P0132,1,257.59,0,257.59
I00070916,O0035759,P0070,1,82.86,0,82.86
I00070917,O0035759,P0063,1,762.39,0.06,716.65
I00070918,O0035760,P0147,1,70.92,0,70.92
I00070919,O0035760,P0030,1,65.9,0,65.9
I00070920,O0035760,P0186,1,60.38,0,60.38
I00070921,O0035760,P0090,1,25.43,0.1,22.89
I00070922,O0035760,P0084,1,37.09,0,37.09
I00070923,O0035761,P0179,2,382.93,0,765.86
I00070924,O0035761,P0018,1,10.05,0,10.05
I00070925,O0035761,P0213,1,106.51,0.01,105.44
I00070926,O0035762,P0209,1,71.22,0,71.22
I00070927,O0035762,P0165,1,41.28,0.03,40.04
I00070928,O0035763,P0113,1,428.1,0,428.1
I00070929,O0035764,P0063,1,744.97,0.09,677.92
I00070930,O0035764,P0227,1,57.39,0,57.39
I00070931,O0035764,P0086,1,115.83,0,115.83
I00070932,O0035764,P0216,2,58.16,0.05,110.5
I00070933,O0035765,P0133,1,27.21,0,27.21
I00070934,O0035766,P0175,1,142.26,0,142.26
I00070935,O0035767,P0152,1,405.33,0.09,368.85
I00070936,O0035767,P0083,2,80.22,0.06,150.81
I00070937,O0035768,P0041,1,85.79,0,85.79
I00070938,O0035769,P0124,1,16.03,0,16.03
I00070939,O0035769,P0196,1,114.24,0,114.24
I00070940,O0035770,P0022,2,60.34,0,120.68
I00070941,O0035771,P0097,1,9.67,0,9.67
I00070942,O0035771,P0038,1,70.22,0.17,58.28
I00070943,O0035771,P0151,1,82.8,0,82.8
I00070944,O0035771,P0108,1,287.74,0,287.74
I00070945,O0035771,P0005,3,88.11,0,264.33
I00070946,O0035772,P0152,2,398,0.07,740.28
I00070947,O0035773,P0160,2,55.37,0.01,109.63
I00070948,O0035774,P0006,1,101.19,0,101.19
I00070949,O0035774,P0072,1,36.71,0.08,33.77
I00070950,O0035775,P0098,1,650.39,0,650.39
I00070951,O0035776,P0134,2,320.75,0,641.5
I00070952,O0035777,P0102,1,212.96,0.01,210.83
I00070953,O0035777,P0166,1,561.31,0,561.31
I00070954,O0035777,P0155,1,28.32,0,28.32
I00070955,O0035777,P0045,1,60.49,0.05,57.47
I00070956,O0035778,P0067,2,174,0,348
I00070957,O0035778,P0088,1,64.31,0.09,58.52
I00070958,O0035779,P0013,1,9.52,0,9.52
I00070959,O0035780,P0113,1,421.35,0.06,396.07
I00070960,O0035781,P0090,2,25.45,0.09,46.32
I00070961,O0035781,P0205,1,104.71,0,104.71
I00070962,O0035782,P0228,1,61.41,0.01,60.8
I00070963,O0035782,P0092,1,7.79,0,7.79
I00070964,O0035782,P0238,1,83.12,0,83.12
I00070965,O0035782,P0171,2,13.26,0,26.52
I00070966,O0035783,P0208,2,64.06,0,128.12
I00070967,O0035784,P0179,1,363.19,0,363.19
I00070968,O0035784,P0222,1,11.29,0.09,10.27
I00070969,O0035784,P0175,1,146.48,0,146.48
I00070970,O0035784,P0236,2,223.82,0.07,416.31
I00070971,O0035784,P0162,1,109.4,0.04,105.02
I00070972,O0035785,P0025,1,16.13,0,16.13
I00070973,O0035786,P0092,2,7.49,0,14.98
I00070974,O0035786,P0126,1,200.38,0,200.38
I00070975,O0035787,P0051,1,42.17,0,42.17
I00070976,O0035787,P0172,2,78.52,0,157.04
I00070977,O0035787,P0234,1,410.32,0,410.32
I00070978,O0035787,P0089,1,11.53,0,11.53
I00070979,O0035788,P0005,1,87.18,0.06,81.95
I00070980,O0035788,P0166,1,564.72,0.04,542.13
I00070981,O0035789,P0185,1,28.74,0,28.74
I00070982,O0035790,P0033,1,169.47,0,169.47
I00070983,O0035791,P0013,2,9.88,0,19.76
I00070984,O0035792,P0189,1,39.39,0.01,39
I00070985,O0035792,P0017,1,182.32,0,182.32
I00070986,O0035792,P0039,1,17.41,0.06,16.37
I00070987,O0035793,P0127,2,11.25,0.15,19.12
I00070988,O0035794,P0194,1,46.16,0.05,43.85
I00070989,O0035795,P0009,1,65.73,0.08,60.47
I00070990,O0035796,P0061,1,21.03,0,21.03
I00070991,O0035797,P0023,1,76.16,0,76.16
I00070992,O0035797,P0152,1,393.79,0,393.79
I00070993,O0035797,P0079,1,20.47,0,20.47
I00070994,O0035797,P0143,1,73.84,0.07,68.67
I00070995,O0035797,P0220,1,9.66,0,9.66
I00070996,O0035798,P0029,1,22.49,0,22.49
I00070997,O0035799,P0235,1,713.28,0,713.28
I00070998,O0035800,P0015,1,288.82,0,288.82
I00070999,O0035801,P0063,1,754.5,0,754.5
I00071000,O0035801,P0118,1,241.79,0,241.79
I00071001,O0035801,P0003,1,63.42,0.07,58.98
I00071002,O0035802,P0159,2,102.69,0,205.38
I00071003,O0035802,P0027,2,86.29,0,172.58
I00071004,O0035803,P0110,1,836.59,0.03,811.49
I00071005,O0035803,P0151,1,83.17,0.06,78.18
I00071006,O0035803,P0072,1,35.69,0.08,32.83
I00071007,O0035804,P0044,3,38.83,0,116.49
I00071008,O0035804,P0048,1,31.6,0,31.6
I00071009,O0035804,P0109,1,83.99,0.09,76.43
I00071010,O0035804,P0012,1,181.79,0.07,169.06
I00071011,O0035805,P0035,1,25.53,0,25.53
I00071012,O0035806,P0098,1,640.81,0.02,627.99
I00071013,O0035806,P0070,1,83.8,0.06,78.77
I00071014,O0035806,P0226,1,9.74,0,9.74
I00071015,O0035807,P0222,1,10.96,0,10.96
I00071016,O0035808,P0140,1,14.24,0,14.24
I00071017,O0035809,P0046,1,6.42,0.15,5.46
I00071018,O0035810,P0127,1,11.08,0,11.08
I00071019,O0035811,P0098,1,679.35,0.07,631.8
I00071020,O0035811,P0060,2,10.87,0.06,20.44
I00071021,O0035811,P0085,1,257.34,0,257.34
I00071022,O0035812,P0212,1,84.56,0,84.56
I00071023,O0035813,P0019,1,388.26,0,388.26
I00071024,O0035813,P0181,1,255.22,0,255.22
I00071025,O0035813,P0022,2,62.5,0.01,123.75
I00071026,O0035813,P0199,2,225.74,0,451.48
I00071027,O0035814,P0207,1,82.78,0,82.78
I00071028,O0035814,P0144,1,541.98,0,541.98
I00071029,O0035814,P0112,1,107.96,0.08,99.32
I00071030,O0035815,P0175,1,142.5,0,142.5
I00071031,O0035816,P0002,1,178.56,0,178.56
I00071032,O0035817,P0181,1,252.59,0.05,239.96
I00071033,O0035817,P0237,1,53.48,0.1,48.13
I00071034,O0035817,P0113,1,426.8,0.14,367.05
I00071035,O0035818,P0116,1,73.07,0.04,70.15
I00071036,O0035818,P0134,3,321.84,0,965.52
I00071037,O0035818,P0087,1,87.39,0.04,83.89
I00071038,O0035818,P0035,2,27.08,0,54.16
I00071039,O0035818,P0173,1,127.42,0.08,117.23
I00071040,O0035819,P0205,1,104.75,0,104.75
I00071041,O0035820,P0167,1,56.47,0,56.47
I00071042,O0035821,P0037,1,140.72,0,140.72
I00071043,O0035822,P0066,1,184.65,0,184.65
I00071044,O0035822,P0050,1,194.87,0,194.87
I00071045,O0035823,P0145,2,17.46,0.04,33.52
I00071046,O0035824,P0033,1,162.13,0,162.13
I00071047,O0035824,P0014,1,245.91,0,245.91
I00071048,O0035825,P0018,1,10.13,0,10.13
I00071049,O0035826,P0104,1,20.34,0,20.34
I00071050,O0035827,P0152,4,383.45,0,1533.8
I00071051,O0035828,P0090,1,26.12,0.08,24.03
I00071052,O0035828,P0169,1,56.22,0,56.22
I00071053,O0035829,P0133,1,27.58,0.07,25.65
I00071054,O0035830,P0167,1,54.56,0,54.56
I00071055,O0035831,P0181,1,268.02,0.08,246.58
I00071056,O0035832,P0080,1,58.28,0,58.28
I00071057,O0035832,P0092,1,7.5,0.08,6.9
I00071058,O0035833,P0180,1,91.22,0,91.22
I00071059,O0035834,P0163,3,132.51,0,397.53
I00071060,O0035835,P0216,1,56.69,0,56.69
I00071061,O0035835,P0107,1,11.83,0,11.83
I00071062,O0035835,P0133,2,27.47,0,54.94
I00071063,O0035835,P0109,1,82,0.01,81.18
I00071064,O0035836,P0182,2,130.27,0.07,242.3
I00071065,O0035836,P0024,1,100.88,0.06,94.83
I00071066,O0035837,P0221,1,5.45,0,5.45
I00071067,O0035838,P0231,1,37.38,0,37.38
I00071068,O0035838,P0119,1,55.77,0,55.77
I00071069,O0035839,P0182,1,124.83,0,124.83
I00071070,O0035839,P0016,1,95.29,0.04,91.48
I00071071,O0035839,P0218,1,18.59,0.06,17.47
I00071072,O0035840,P0080,1,60.56,0.08,55.72
I00071073,O0035840,P0069,1,77.69,0,77.69
I00071074,O0035841,P0004,1,40.91,0,40.91
I00071075,O0035841,P0163,1,133.77,0,133.77
I00071076,O0035842,P0031,1,271.15,0,271.15
I00071077,O0035842,P0183,1,12.21,0,12.21
I00071078,O0035843,P0020,1,40.67,0,40.67
I00071079,O0035844,P0180,2,86,0,172
I00071080,O0035845,P0134,2,321.7,0,643.4
I00071081,O0035845,P0110,1,806.09,0.03,781.91
I00071082,O0035846,P0009,1,64.09,0.07,59.6
I00071083,O0035846,P0033,1,170.28,0.03,165.17
I00071084,O0035847,P0105,1,49.06,0.04,47.1
I00071085,O0035848,P0107,1,11.86,0,11.86
I00071086,O0035848,P0003,1,65,0.12,57.2
I00071087,O0035848,P0035,1,25.59,0,25.59
I00071088,O0035848,P0167,1,55.27,0,55.27
I00071089,O0035848,P0229,1,27.72,0,27.72
I00071090,O0035849,P0092,2,7.39,0.06,13.89
I00071091,O0035849,P0005,1,88.93,0,88.93
I00071092,O0035849,P0003,1,64.6,0,64.6
I00071093,O0035849,P0069,1,80.68,0,80.68
I00071094,O0035850,P0158,1,16.28,0,16.28
I00071095,O0035850,P0005,1,87.37,0,87.37
I00071096,O0035850,P0212,1,80.46,0,80.46
I00071097,O0035850,P0152,1,394.65,0.01,390.7
I00071098,O0035851,P0025,1,16.35,0.18,13.41
I00071099,O0035852,P0234,1,431.54,0,431.54
I00071100,O0035853,P0184,1,96.25,0,96.25
I00071101,O0035854,P0066,1,187.83,0.02,184.07
I00071102,O0035854,P0235,1,721.91,0,721.91
I00071103,O0035854,P0076,1,8.45,0.04,8.11
I00071104,O0035855,P0191,2,75.94,0,151.88
I00071105,O0035856,P0081,2,9.7,0,19.4
I00071106,O0035857,P0178,1,3.41,0.08,3.14
I00071107,O0035857,P0072,1,37.78,0,37.78
I00071108,O0035857,P0089,1,12.1,0.02,11.86
I00071109,O0035857,P0174,1,42.34,0,42.34
I00071110,O0035857,P0036,1,113.91,0,113.91
I00071111,O0035857,P0026,1,26.61,0.06,25.01
I00071112,O0035858,P0081,1,10.13,0.08,9.32
I00071113,O0035858,P0208,1,64.86,0,64.86
I00071114,O0035858,P0150,1,85.29,0.07,79.32
I00071115,O0035858,P0207,1,79.03,0,79.03
I00071116,O0035859,P0219,1,183.86,0.02,180.18
I00071117,O0035859,P0118,1,235.72,0,235.72
I00071118,O0035859,P0104,1,21.11,0.07,19.63
I00071119,O0035859,P0239,1,20.39,0.03,19.78
I00071120,O0035860,P0031,1,279.63,0.03,271.24
I00071121,O0035860,P0126,1,202.92,0,202.92
I00071122,O0035861,P0110,1,821.77,0.05,780.68
I00071123,O0035862,P0064,1,66.1,0,66.1
I00071124,O0035863,P0142,1,132.78,0,132.78
I00071125,O0035864,P0156,1,26.23,0.04,25.18
I00071126,O0035865,P0202,1,43.25,0,43.25
I00071127,O0035866,P0070,1,80.59,0,80.59
I00071128,O0035867,P0201,1,8.28,0,8.28
I00071129,O0035868,P0090,1,26.82,0.02,26.28
I00071130,O0035869,P0054,3,750.2,0,2250.6
I00071131,O0035869,P0085,1,263.5,0.09,239.78
I00071132,O0035870,P0060,1,11.07,0.06,10.41
I00071133,O0035871,P0185,1,28.83,0,28.83
I00071134,O0035872,P0037,1,141.36,0.05,134.29
I00071135,O0035873,P0229,1,27.82,0.11,24.76
I00071136,O0035873,P0042,1,16.56,0,16.56
I00071137,O0035874,P0090,1,25.64,0,25.64
I00071138,O0035875,P0020,1,39.05,0.05,37.1
I00071139,O0035876,P0190,1,54.14,0,54.14
