return_id,order_id,order_item_id,return_date,return_reason,refund_amount_eur,return_status
R0002148,O0029664,I00058822,2023-10-21,damaged,102.29,approved
R0002149,O0029666,I00058824,2023-05-10,wrong_size,129.6,rejected
R0002150,O0029670,I00058832,2025-12-11,changed_mind,5.03,approved
R0002151,O0029709,I00058906,2024-02-04,changed_mind,139.77,approved
R0002152,O0029715,I00058918,2025-06-28,not_as_expected,78.6,approved
R0002153,O0029717,I00058921,2024-10-16,damaged,42.14,rejected
R0002154,O0029742,I00058973,2024-12-03,not_as_expected,66.37,approved
R0002155,O0029787,I00059062,2023-09-09,not_as_expected,705.2,approved
R0002156,O0029805,I00059098,2023-10-22,changed_mind,10.81,approved
R0002157,O0029826,I00059136,2025-10-27,not_as_expected,326.97,approved
R0002158,O0029837,I00059156,2024-04-27,damaged,9.98,approved
R0002159,O0029838,I00059157,2024-04-12,not_as_expected,56.85,approved
R0002160,O0029855,I00059202,2026-01-13,not_as_expected,535.02,approved
R0002161,O0029866,I00059222,2024-11-27,damaged,283.27,approved
R0002162,O0029878,I00059242,2023-10-21,damaged,22.11,approved
R0002163,O0029894,I00059273,2025-09-21,changed_mind,83.45,approved
R0002164,O0029920,I00059345,2025-06-04,changed_mind,39.95,approved
R0002165,O0029933,I00059369,2024-11-05,wrong_size,92.75,approved
R0002166,O0029944,I00059394,2025-08-13,not_as_expected,15.76,approved
R0002167,O0029951,I00059407,2024-02-16,wrong_size,92.7,approved
R0002168,O0029960,I00059431,2025-12-03,wrong_size,9.86,approved
R0002169,O0029967,I00059446,2023-07-29,wrong_size,96.91,approved
R0002170,O0029971,I00059453,2023-04-16,damaged,19.77,approved
R0002171,O0029983,I00059477,2023-08-25,late_delivery,25.27,approved
R0002172,O0030020,I00059556,2024-11-24,not_as_expected,137.97,approved
R0002173,O0030052,I00059623,2023-04-13,not_as_expected,258.08,approved
R0002174,O0030055,I00059630,2025-03-11,changed_mind,53.14,approved
R0002175,O0030074,I00059671,2025-09-18,damaged,265.23,approved
R0002176,O0030082,I00059683,2024-10-15,wrong_size,292.18,approved
R0002177,O0030096,I00059709,2023-02-20,not_as_expected,2.47,approved
R0002178,O0030107,I00059727,2025-01-20,wrong_size,269.26,approved
R0002179,O0030108,I00059731,2023-03-03,damaged,25.71,approved
R0002180,O0030120,I00059753,2024-12-05,wrong_size,64.91,approved
R0002181,O0030121,I00059754,2024-07-23,damaged,80.33,approved
R0002182,O0030122,I00059755,2025-12-12,changed_mind,63.14,approved
R0002183,O0030136,I00059791,2025-11-19,damaged,19.53,approved
R0002184,O0030144,I00059808,2023-07-28,wrong_size,11.87,approved
R0002185,O0030145,I00059809,2023-11-09,not_as_expected,142.42,approved
R0002186,O0030159,I00059837,2025-06-26,damaged,144.78,approved
R0002187,O0030169,I00059857,2025-04-24,not_as_expected,6.57,approved
R0002188,O0030227,I00059974,2023-10-23,late_delivery,91.56,approved
R0002189,O0030234,I00059992,2025-09-22,wrong_size,127.33,approved
R0002190,O0030247,I00060017,2023-09-02,not_as_expected,44.39,approved
R0002191,O0030253,I00060029,2024-06-18,damaged,11.91,approved
R0002192,O0030256,I00060040,2025-10-06,changed_mind,3.82,approved
R0002193,O0030274,I00060075,2024-08-06,not_as_expected,12.03,approved
R0002194,O0030278,I00060079,2023-05-24,wrong_size,275.22,approved
R0002195,O0030280,I00060084,2025-04-17,damaged,175.51,rejected
R0002196,O0030294,I00060104,2025-12-14,wrong_size,29.45,approved
R0002197,O0030309,I00060134,2025-03-16,changed_mind,48.26,approved
R0002198,O0030327,I00060171,2023-12-27,not_as_expected,35.81,approved
R0002199,O0030352,I00060219,2025-01-01,changed_mind,28.91,approved
R0002200,O0030355,I00060226,2024-12-03,late_delivery,80.38,approved
R0002201,O0030365,I00060245,2025-07-19,changed_mind,17.22,approved
R0002202,O0030371,I00060261,2023-10-16,not_as_expected,43.89,approved
R0002203,O0030386,I00060288,2025-06-11,damaged,95.05,approved
R0002204,O0030392,I00060299,2023-06-28,wrong_size,10.88,approved
R0002205,O0030438,I00060385,2024-03-29,damaged,30,approved
R0002206,O0030452,I00060414,2024-08-09,not_as_expected,768.64,approved
R0002207,O0030458,I00060428,2024-02-10,not_as_expected,10.53,approved
R0002208,O0030464,I00060442,2023-12-12,damaged,41.12,approved
R0002209,O0030467,I00060447,2025-05-10,not_as_expected,1.67,approved
R0002210,O0030468,I00060449,2023-08-28,wrong_size,173.24,approved
R0002211,O0030478,I00060468,2024-01-09,damaged,262.04,approved
R0002212,O0030482,I00060472,2024-04-22,not_as_expected,41.96,approved
R0002213,O0030485,I00060476,2023-08-30,wrong_size,26.47,approved
R0002214,O0030516,I00060531,2023-03-24,not_as_expected,18.72,approved
R0002215,O0030517,I00060534,2023-01-22,late_delivery,23.91,approved
R0002216,O0030533,I00060562,2024-08-31,not_as_expected,40.12,approved
R0002217,O0030534,I00060563,2024-01-29,wrong_size,78.17,approved
R0002218,O0030549,I00060598,2024-11-28,damaged,32.5,approved
R0002219,O0030565,I00060626,2024-08-27,changed_mind,52.97,approved
R0002220,O0030566,I00060627,2025-12-13,late_delivery,80.04,approved
R0002221,O0030577,I00060648,2024-10-08,not_as_expected,258.92,rejected
R0002222,O0030585,I00060664,2025-10-04,late_delivery,129.34,approved
R0002223,O0030588,I00060670,2024-02-07,wrong_size,12.69,approved
R0002224,O0030592,I00060677,2025-08-09,wrong_size,12.97,rejected
R0002225,O0030615,I00060721,2023-11-18,changed_mind,7.85,approved
R0002226,O0030651,I00060802,2024-11-25,damaged,24.68,rejected
R0002227,O0030666,I00060830,2023-09-09,not_as_expected,26.71,approved
R0002228,O0030668,I00060835,2023-12-19,changed_mind,213.79,approved
R0002229,O0030671,I00060840,2025-10-30,wrong_size,20.33,approved
R0002230,O0030691,I00060876,2023-10-08,late_delivery,88.1,rejected
R0002231,O0030699,I00060897,2024-12-22,damaged,77.17,approved
R0002232,O0030718,I00060935,2023-05-13,late_delivery,112.88,approved
R0002233,O0030722,I00060944,2025-01-21,changed_mind,65.49,approved
R0002234,O0030725,I00060948,2025-07-13,wrong_size,10.24,rejected
R0002235,O0030728,I00060955,2024-11-21,wrong_size,727.59,approved
R0002236,O0030731,I00060959,2025-05-07,damaged,35.71,approved
R0002237,O0030739,I00060973,2025-05-02,wrong_size,47.83,approved
R0002238,O0030743,I00060979,2024-07-15,changed_mind,19.34,approved
R0002239,O0030753,I00060995,2023-09-14,late_delivery,42.63,approved
R0002240,O0030754,I00060996,2025-10-11,damaged,55.33,approved
R0002241,O0030761,I00061011,2025-12-03,damaged,33.84,rejected
R0002242,O0030772,I00061037,2025-12-14,late_delivery,310.65,approved
R0002243,O0030809,I00061118,2025-04-15,damaged,59.53,approved
R0002244,O0030826,I00061155,2024-02-18,wrong_size,186.17,rejected
R0002245,O0030846,I00061200,2024-06-01,damaged,82.16,approved
R0002246,O0030880,I00061274,2025-01-27,wrong_size,79.29,approved
R0002247,O0030894,I00061299,2025-10-09,wrong_size,134.83,approved
R0002248,O0030897,I00061302,2024-07-19,changed_mind,20.9,approved
R0002249,O0030907,I00061317,2023-12-22,late_delivery,221.36,rejected
R0002250,O0030919,I00061340,2024-11-20,not_as_expected,19.37,approved
R0002251,O0030929,I00061361,2023-10-12,late_delivery,58.39,approved
R0002252,O0030931,I00061363,2025-10-06,wrong_size,156.19,approved
R0002253,O0030932,I00061364,2026-01-12,changed_mind,203.05,rejected
R0002254,O0030950,I00061397,2024-06-13,not_as_expected,295.98,approved
R0002255,O0030963,I00061416,2024-12-10,not_as_expected,52.52,approved
R0002256,O0030985,I00061467,2023-12-30,not_as_expected,30.31,approved
R0002257,O0031007,I00061511,2023-02-07,not_as_expected,58.18,approved
R0002258,O0031011,I00061518,2023-09-22,damaged,27.62,approved
R0002259,O0031012,I00061521,2023-08-08,late_delivery,7.97,rejected
R0002260,O0031021,I00061538,2025-07-01,wrong_size,287.27,approved
R0002261,O0031056,I00061604,2024-08-07,wrong_size,110.88,approved
R0002262,O0031065,I00061616,2023-11-05,late_delivery,178.45,rejected
R0002263,O0031086,I00061656,2025-03-03,late_delivery,141.89,approved
R0002264,O0031100,I00061685,2024-09-05,changed_mind,9.31,rejected
R0002265,O0031110,I00061706,2024-10-08,not_as_expected,57.11,approved
R0002266,O0031115,I00061718,2024-04-13,wrong_size,35.51,approved
R0002267,O0031119,I00061722,2023-04-20,changed_mind,89.1,approved
R0002268,O0031134,I00061754,2025-06-09,wrong_size,259.47,rejected
R0002269,O0031139,I00061765,2024-10-04,wrong_size,50.94,approved
R0002270,O0031140,I00061767,2023-03-16,changed_mind,23.48,approved
R0002271,O0031149,I00061779,2024-01-18,damaged,26.3,approved
R0002272,O0031160,I00061803,2025-06-05,changed_mind,125.55,approved
R0002273,O0031175,I00061832,2023-04-26,damaged,84.53,approved
R0002274,O0031178,I00061837,2024-06-23,damaged,92.56,approved
R0002275,O0031209,I00061888,2025-08-15,changed_mind,272.96,approved
R0002276,O0031221,I00061905,2024-01-04,wrong_size,68.95,rejected
R0002277,O0031227,I00061917,2024-08-16,wrong_size,436.1,approved
R0002278,O0031234,I00061929,2025-01-25,wrong_size,15.94,rejected
R0002279,O0031247,I00061961,2024-02-29,damaged,27.08,approved
R0002280,O0031299,I00062054,2024-10-08,damaged,3.38,approved
R0002281,O0031305,I00062066,2024-09-12,changed_mind,9.41,approved
R0002282,O0031309,I00062071,2023-09-17,wrong_size,147.38,approved
R0002283,O0031328,I00062108,2024-09-01,not_as_expected,169.4,approved
R0002284,O0031334,I00062118,2024-08-28,wrong_size,195.17,approved
R0002285,O0031348,I00062144,2025-03-25,not_as_expected,51.63,approved
R0002286,O0031367,I00062181,2025-02-13,wrong_size,94.15,approved
R0002287,O0031413,I00062261,2025-07-27,wrong_size,46,approved
R0002288,O0031415,I00062264,2023-09-28,not_as_expected,65.84,approved
R0002289,O0031417,I00062267,2023-11-24,damaged,8.61,approved
R0002290,O0031423,I00062283,2025-05-12,wrong_size,86.04,rejected
R0002291,O0031430,I00062296,2025-12-20,changed_mind,6.62,approved
R0002292,O0031441,I00062320,2025-04-21,late_delivery,4.91,approved
R0002293,O0031456,I00062354,2024-10-31,changed_mind,148.76,approved
R0002294,O0031462,I00062362,2023-11-24,not_as_expected,36.43,rejected
R0002295,O0031465,I00062367,2024-03-01,damaged,88.53,approved
R0002296,O0031499,I00062435,2024-12-12,damaged,101.35,approved
R0002297,O0031500,I00062439,2023-03-30,changed_mind,99.25,rejected
R0002298,O0031501,I00062441,2025-03-27,wrong_size,98.17,approved
R0002299,O0031512,I00062466,2024-08-30,changed_mind,310.38,rejected
R0002300,O0031518,I00062477,2025-10-27,damaged,26.61,approved
R0002301,O0031523,I00062487,2025-03-13,not_as_expected,102.45,approved
R0002302,O0031526,I00062495,2025-09-05,not_as_expected,11.82,approved
R0002303,O0031551,I00062553,2023-04-15,damaged,7.41,approved
R0002304,O0031555,I00062563,2023-10-30,wrong_size,50.46,approved
R0002305,O0031556,I00062564,2025-06-22,wrong_size,52.76,approved
R0002306,O0031574,I00062596,2023-01-26,changed_mind,12.4,approved
R0002307,O0031590,I00062627,2023-08-07,late_delivery,9.19,approved
R0002308,O0031594,I00062634,2023-12-28,damaged,67.48,approved
R0002309,O0031599,I00062642,2025-04-12,wrong_size,192.08,approved
R0002310,O0031610,I00062659,2025-03-25,damaged,165.08,approved
R0002311,O0031650,I00062742,2024-01-25,damaged,182.41,approved
R0002312,O0031656,I00062757,2023-09-13,damaged,4.85,approved
R0002313,O0031686,I00062828,2025-10-16,changed_mind,11.19,approved
R0002314,O0031697,I00062858,2025-03-26,damaged,16.64,approved
R0002315,O0031748,I00062945,2024-06-28,late_delivery,61.94,rejected
R0002316,O0031764,I00062979,2025-09-13,not_as_expected,12.42,approved
R0002317,O0031769,I00062990,2023-09-06,wrong_size,59.25,approved
R0002318,O0031787,I00063024,2023-10-31,changed_mind,14.07,approved
R0002319,O0031791,I00063034,2025-10-08,wrong_size,9.48,approved
R0002320,O0031804,I00063067,2023-04-15,wrong_size,750.64,approved
R0002321,O0031809,I00063078,2024-03-11,wrong_size,34.76,approved
R0002322,O0031812,I00063085,2023-01-28,changed_mind,28.27,approved
R0002323,O0031845,I00063149,2026-01-23,not_as_expected,574.74,approved
R0002324,O0031846,I00063150,2023-11-10,damaged,59.37,approved
R0002325,O0031850,I00063160,2025-09-02,not_as_expected,73.71,approved
R0002326,O0031861,I00063183,2023-02-06,not_as_expected,49.56,approved
R0002327,O0031865,I00063191,2025-10-12,late_delivery,37.28,approved
R0002328,O0031869,I00063199,2025-06-13,damaged,31.67,rejected
R0002329,O0031880,I00063216,2024-05-14,late_delivery,185.83,approved
R0002330,O0031900,I00063245,2023-12-11,not_as_expected,666.57,approved
R0002331,O0031916,I00063273,2024-04-26,wrong_size,689.37,approved
R0002332,O0031924,I00063289,2024-10-23,damaged,168.4,approved
R0002333,O0031928,I00063295,2024-04-04,changed_mind,58.38,rejected
R0002334,O0031934,I00063303,2023-02-02,changed_mind,42.85,approved
R0002335,O0031940,I00063315,2023-12-17,changed_mind,36.37,approved
R0002336,O0031947,I00063326,2023-10-18,wrong_size,19.63,approved
R0002337,O0031972,I00063372,2023-09-07,changed_mind,55.11,approved
R0002338,O0031983,I00063392,2025-12-12,late_delivery,25.84,rejected
R0002339,O0032007,I00063434,2024-06-15,wrong_size,169.93,approved
R0002340,O0032016,I00063451,2023-07-25,damaged,80.8,approved
R0002341,O0032047,I00063514,2025-10-20,changed_mind,94.79,approved
R0002342,O0032079,I00063576,2025-12-24,late_delivery,85.48,approved
R0002343,O0032094,I00063604,2023-06-07,damaged,147.21,rejected
R0002344,O0032096,I00063612,2025-01-09,damaged,543.16,approved
R0002345,O0032099,I00063615,2024-03-22,not_as_expected,181.68,approved
R0002346,O0032112,I00063642,2024-04-21,damaged,37.53,approved
R0002347,O0032117,I00063649,2025-11-22,wrong_size,82.67,approved
R0002348,O0032118,I00063653,2025-08-21,not_as_expected,26.2,approved
R0002349,O0032134,I00063693,2023-12-28,not_as_expected,85.62,approved
R0002350,O0032147,I00063717,2023-07-29,not_as_expected,19.16,approved
R0002351,O0032153,I00063726,2024-01-27,not_as_expected,741.79,approved
R0002352,O0032154,I00063727,2024-07-11,changed_mind,119.4,approved
R0002353,O0032158,I00063731,2025-12-27,damaged,3.45,approved
R0002354,O0032186,I00063792,2024-01-03,not_as_expected,27.19,approved
R0002355,O0032195,I00063805,2025-12-04,not_as_expected,32.61,approved
R0002356,O0032197,I00063807,2023-08-27,changed_mind,27.17,approved
R0002357,O0032209,I00063830,2026-01-02,late_delivery,92.56,approved
R0002358,O0032220,I00063849,2024-02-16,damaged,166.69,approved
R0002359,O0032230,I00063872,2026-01-05,damaged,29.79,rejected
R0002360,O0032265,I00063945,2024-09-07,wrong_size,47.77,approved
R0002361,O0032277,I00063970,2023-04-25,changed_mind,141.32,approved
R0002362,O0032291,I00064001,2025-06-14,not_as_expected,114.96,approved
R0002363,O0032293,I00064004,2024-02-17,wrong_size,59.15,approved
R0002364,O0032321,I00064058,2024-06-14,changed_mind,56.25,approved
R0002365,O0032330,I00064076,2024-03-28,damaged,38.92,approved
R0002366,O0032356,I00064130,2025-10-25,damaged,77.37,approved
R0002367,O0032359,I00064135,2023-09-16,wrong_size,22.3,approved
R0002368,O0032422,I00064245,2023-05-27,late_delivery,106.63,approved
R0002369,O0032437,I00064274,2023-09-24,not_as_expected,76.95,rejected
R0002370,O0032463,I00064330,2023-03-11,damaged,37.77,approved
R0002371,O0032481,I00064366,2025-01-14,not_as_expected,35.93,approved
R0002372,O0032500,I00064401,2025-09-07,damaged,163.08,approved
R0002373,O0032502,I00064405,2023-07-05,not_as_expected,132.37,approved
R0002374,O0032522,I00064444,2025-05-31,not_as_expected,20.38,approved
R0002375,O0032525,I00064452,2025-08-26,changed_mind,86.34,approved
R0002376,O0032526,I00064453,2025-04-30,damaged,42.78,approved
R0002377,O0032532,I00064469,2025-12-15,damaged,12.7,approved
R0002378,O0032544,I00064486,2023-12-29,changed_mind,140.05,approved
R0002379,O0032551,I00064503,2023-06-29,not_as_expected,28.12,approved
R0002380,O0032618,I00064629,2023-09-15,damaged,60.18,approved
R0002381,O0032648,I00064690,2024-04-01,late_delivery,5.06,approved
R0002382,O0032660,I00064717,2024-02-24,not_as_expected,52.72,approved
R0002383,O0032704,I00064809,2025-07-09,damaged,40,approved
R0002384,O0032708,I00064815,2024-06-04,not_as_expected,11.09,approved
R0002385,O0032713,I00064823,2023-09-23,late_delivery,54.76,approved
R0002386,O0032720,I00064840,2025-08-24,wrong_size,190.73,approved
R0002387,O0032728,I00064860,2023-03-26,not_as_expected,19.8,approved
R0002388,O0032734,I00064875,2025-07-09,changed_mind,65.16,approved
R0002389,O0032748,I00064900,2025-04-24,wrong_size,7.93,approved
R0002390,O0032777,I00064961,2025-04-07,damaged,43.07,approved
R0002391,O0032790,I00064992,2025-09-18,late_delivery,12.86,approved
R0002392,O0032805,I00065021,2024-07-16,wrong_size,61.83,approved
R0002393,O0032841,I00065090,2025-10-01,changed_mind,32.08,approved
R0002394,O0032901,I00065215,2024-10-27,not_as_expected,53.48,approved
R0002395,O0032903,I00065222,2025-10-20,not_as_expected,36.11,approved
R0002396,O0032905,I00065225,2024-03-06,damaged,28.44,approved
R0002397,O0032926,I00065262,2024-12-02,damaged,89.87,approved
R0002398,O0032936,I00065282,2024-11-02,wrong_size,74.45,approved
R0002399,O0032956,I00065312,2025-04-02,not_as_expected,11.82,approved
R0002400,O0033006,I00065419,2025-05-22,not_as_expected,27.26,rejected
R0002401,O0033012,I00065428,2025-07-29,changed_mind,10.32,approved
R0002402,O0033048,I00065495,2023-11-07,wrong_size,18.65,approved
R0002403,O0033049,I00065498,2024-03-18,changed_mind,76.12,approved
R0002404,O0033072,I00065544,2023-04-12,wrong_size,31.79,approved
R0002405,O0033124,I00065647,2023-04-16,damaged,36.96,approved
R0002406,O0033145,I00065691,2024-08-04,wrong_size,97.09,approved
R0002407,O0033166,I00065732,2025-04-16,not_as_expected,9.4,approved
R0002408,O0033186,I00065769,2024-12-23,not_as_expected,4.8,approved
R0002409,O0033219,I00065836,2025-12-11,wrong_size,7.93,approved
R0002410,O0033234,I00065874,2023-12-29,damaged,116.98,approved
R0002411,O0033237,I00065880,2024-08-20,late_delivery,55.89,approved
R0002412,O0033247,I00065899,2024-04-10,wrong_size,139.07,approved
R0002413,O0033263,I00065933,2024-12-06,changed_mind,91.99,approved
R0002414,O0033298,I00066003,2023-06-02,not_as_expected,277.1,approved
R0002415,O0033312,I00066028,2024-08-28,wrong_size,191.16,approved
R0002416,O0033314,I00066032,2025-08-11,damaged,125.42,approved
R0002417,O0033321,I00066056,2024-12-14,damaged,19.78,approved
R0002418,O0033328,I00066072,2025-12-08,wrong_size,73.3,approved
R0002419,O0033359,I00066131,2025-12-14,damaged,350.64,approved
R0002420,O0033363,I00066141,2025-07-07,not_as_expected,34.85,approved
R0002421,O0033379,I00066178,2025-06-07,not_as_expected,18.79,approved
R0002422,O0033399,I00066211,2023-06-16,wrong_size,230.48,approved
R0002423,O0033403,I00066221,2025-03-18,damaged,98.83,approved
R0002424,O0033407,I00066232,2025-08-21,not_as_expected,5.8,rejected
R0002425,O0033420,I00066257,2025-06-02,damaged,25.99,approved
R0002426,O0033465,I00066335,2023-09-25,changed_mind,9.72,approved
R0002427,O0033541,I00066496,2023-08-23,changed_mind,128.1,approved
R0002428,O0033557,I00066527,2023-08-29,changed_mind,6.12,approved
R0002429,O0033560,I00066532,2025-01-18,not_as_expected,422.47,approved
R0002430,O0033566,I00066545,2024-07-18,not_as_expected,168.44,approved
R0002431,O0033585,I00066587,2024-02-24,not_as_expected,5.61,rejected
R0002432,O0033594,I00066599,2025-11-02,changed_mind,122.48,approved
R0002433,O0033595,I00066600,2025-11-15,damaged,89.65,rejected
R0002434,O0033598,I00066603,2025-09-19,wrong_size,5.62,rejected
R0002435,O0033606,I00066618,2024-09-29,changed_mind,18.79,approved
R0002436,O0033616,I00066637,2024-01-23,not_as_expected,40.91,approved
R0002437,O0033624,I00066654,2023-03-20,not_as_expected,680.27,approved
R0002438,O0033627,I00066663,2025-03-23,wrong_size,83.28,approved
R0002439,O0033658,I00066725,2023-12-18,damaged,231.52,approved
R0002440,O0033680,I00066771,2025-03-20,wrong_size,16.45,approved
R0002441,O0033688,I00066785,2024-05-31,damaged,69.73,rejected
R0002442,O0033689,I00066786,2024-09-03,not_as_expected,42.52,approved
R0002443,O0033693,I00066792,2023-06-03,wrong_size,24.8,approved
R0002444,O0033699,I00066803,2024-02-13,not_as_expected,9.32,approved
R0002445,O0033713,I00066828,2023-08-12,not_as_expected,46.37,approved
R0002446,O0033717,I00066836,2025-03-18,changed_mind,704.12,approved
R0002447,O0033729,I00066860,2023-04-17,not_as_expected,44.94,approved
R0002448,O0033754,I00066916,2023-09-29,wrong_size,196.19,approved
R0002449,O0033758,I00066922,2023-01-24,damaged,4.84,approved
R0002450,O0033789,I00066984,2023-09-27,changed_mind,95.97,approved
R0002451,O0033790,I00066985,2023-11-30,late_delivery,9.7,approved
R0002452,O0033817,I00067047,2023-08-15,damaged,92.22,approved
R0002453,O0033834,I00067078,2024-08-01,late_delivery,28.49,approved
R0002454,O0033855,I00067117,2024-01-12,changed_mind,41.73,approved
R0002455,O0033872,I00067147,2025-08-20,not_as_expected,9.45,approved
R0002456,O0033880,I00067163,2024-11-14,late_delivery,36.02,approved
R0002457,O0033902,I00067206,2025-08-14,damaged,7.69,approved
R0002458,O0033905,I00067210,2023-05-02,wrong_size,361.32,approved
R0002459,O0033917,I00067227,2025-12-11,damaged,21.18,approved
R0002460,O0033919,I00067234,2025-12-20,damaged,45.92,approved
R0002461,O0033924,I00067245,2024-07-24,wrong_size,11.5,approved
R0002462,O0033942,I00067286,2024-05-29,not_as_expected,65.11,approved
R0002463,O0033952,I00067315,2023-06-10,damaged,19.38,approved
R0002464,O0033984,I00067372,2023-06-24,late_delivery,52.65,approved
R0002465,O0033985,I00067373,2023-04-21,not_as_expected,259.08,approved
R0002466,O0033997,I00067404,2025-11-15,wrong_size,151.92,approved
R0002467,O0034003,I00067415,2024-03-21,changed_mind,42.04,approved
R0002468,O0034005,I00067419,2023-03-28,wrong_size,9.77,approved
R0002469,O0034011,I00067428,2024-11-20,changed_mind,67.92,approved
R0002470,O0034084,I00067564,2023-05-21,not_as_expected,27.64,approved
R0002471,O0034090,I00067574,2023-05-21,not_as_expected,45.61,approved
R0002472,O0034098,I00067590,2025-10-26,wrong_size,150.99,approved
R0002473,O0034106,I00067610,2024-12-18,not_as_expected,11.88,approved
R0002474,O0034116,I00067629,2025-11-11,changed_mind,122.5,approved
R0002475,O0034118,I00067637,2025-10-20,late_delivery,42.14,approved
R0002476,O0034121,I00067643,2024-05-17,changed_mind,64.68,approved
R0002477,O0034135,I00067668,2023-04-20,not_as_expected,98.63,approved
R0002478,O0034138,I00067673,2025-12-21,changed_mind,8.53,approved
R0002479,O0034147,I00067688,2023-08-26,wrong_size,41.16,approved
R0002480,O0034150,I00067692,2023-12-29,damaged,20.6,approved
R0002481,O0034163,I00067722,2025-03-12,wrong_size,564.81,approved
R0002482,O0034166,I00067729,2024-02-04,changed_mind,49.73,approved
R0002483,O0034168,I00067731,2025-04-21,late_delivery,18.9,approved
R0002484,O0034222,I00067826,2025-09-01,not_as_expected,587.45,rejected
R0002485,O0034247,I00067871,2025-10-19,wrong_size,38.1,approved
R0002486,O0034254,I00067884,2023-11-22,not_as_expected,29.69,approved
R0002487,O0034263,I00067900,2024-02-07,not_as_expected,108.87,rejected
R0002488,O0034269,I00067913,2025-09-06,wrong_size,101.02,approved
R0002489,O0034274,I00067923,2023-11-29,damaged,14.82,approved
R0002490,O0034276,I00067928,2023-08-22,wrong_size,22,approved
R0002491,O0034286,I00067948,2024-01-28,late_delivery,13.01,rejected
R0002492,O0034317,I00068007,2023-07-18,wrong_size,566.47,approved
R0002493,O0034338,I00068044,2025-03-29,not_as_expected,681.49,approved
R0002494,O0034345,I00068057,2024-05-08,damaged,8.07,approved
R0002495,O0034361,I00068084,2025-12-11,wrong_size,17.33,approved
R0002496,O0034362,I00068088,2024-06-11,damaged,36.13,approved
R0002497,O0034368,I00068101,2025-10-31,not_as_expected,176.82,rejected
R0002498,O0034387,I00068141,2023-02-03,damaged,12.84,rejected
R0002499,O0034405,I00068175,2024-06-01,changed_mind,62.6,approved
R0002500,O0034419,I00068200,2023-12-23,late_delivery,27.18,approved
R0002501,O0034426,I00068214,2025-02-28,changed_mind,2160.52,approved
R0002502,O0034429,I00068218,2024-04-14,not_as_expected,55.22,approved
R0002503,O0034433,I00068224,2023-02-13,damaged,91.14,approved
R0002504,O0034500,I00068356,2025-12-22,wrong_size,709.48,approved
R0002505,O0034503,I00068362,2025-07-12,not_as_expected,98.46,approved
R0002506,O0034504,I00068363,2024-07-24,not_as_expected,73.85,approved
R0002507,O0034527,I00068408,2025-03-27,late_delivery,751.18,approved
R0002508,O0034546,I00068442,2023-12-18,wrong_size,27.36,approved
R0002509,O0034568,I00068497,2025-12-30,not_as_expected,239.84,rejected
R0002510,O0034601,I00068576,2025-06-19,damaged,9.21,approved
R0002511,O0034629,I00068636,2024-02-06,damaged,82.08,approved
R0002512,O0034690,I00068744,2025-11-14,changed_mind,11.85,approved
R0002513,O0034699,I00068756,2023-07-28,changed_mind,71.15,approved
R0002514,O0034709,I00068778,2024-09-22,changed_mind,60.28,rejected
R0002515,O0034723,I00068807,2025-04-29,damaged,40.58,approved
R0002516,O0034739,I00068836,2025-09-27,not_as_expected,44.5,approved
R0002517,O0034743,I00068844,2024-08-31,late_delivery,6.58,approved
R0002518,O0034757,I00068866,2025-10-08,damaged,57.55,approved
R0002519,O0034766,I00068887,2025-04-11,not_as_expected,228.92,approved
R0002520,O0034776,I00068906,2024-05-11,late_delivery,11.87,approved
R0002521,O0034789,I00068935,2024-05-16,not_as_expected,58.1,approved
R0002522,O0034798,I00068950,2023-10-05,late_delivery,21.42,approved
R0002523,O0034813,I00068983,2024-08-15,not_as_expected,86.65,approved
R0002524,O0034827,I00069011,2025-11-20,wrong_size,35.9,rejected
R0002525,O0034840,I00069030,2023-08-11,not_as_expected,245.71,approved
R0002526,O0034888,I00069142,2025-06-19,damaged,130.41,approved
R0002527,O0034899,I00069164,2023-12-25,damaged,79.19,approved
R0002528,O0034909,I00069184,2024-07-11,changed_mind,82.17,approved
R0002529,O0034913,I00069191,2023-03-01,wrong_size,109.57,approved
R0002530,O0034929,I00069218,2025-11-25,damaged,53.39,approved
R0002531,O0034947,I00069249,2024-11-30,damaged,120.75,approved
R0002532,O0034948,I00069252,2025-07-31,not_as_expected,9.18,approved
R0002533,O0034962,I00069278,2024-08-25,damaged,24.28,approved
R0002534,O0034986,I00069331,2023-04-22,late_delivery,121.04,approved
R0002535,O0034996,I00069347,2024-02-17,changed_mind,69.92,approved
R0002536,O0035006,I00069375,2025-08-09,not_as_expected,129.98,approved
R0002537,O0035013,I00069388,2024-08-21,not_as_expected,58.3,approved
R0002538,O0035016,I00069395,2025-01-19,not_as_expected,35.83,approved
R0002539,O0035026,I00069410,2024-02-23,not_as_expected,667.69,approved
R0002540,O0035030,I00069416,2025-12-24,wrong_size,44.73,approved
R0002541,O0035041,I00069438,2025-06-21,late_delivery,98.67,approved
R0002542,O0035048,I00069456,2023-12-02,wrong_size,2.51,approved
R0002543,O0035080,I00069524,2025-01-10,not_as_expected,28.69,approved
R0002544,O0035088,I00069539,2024-04-01,wrong_size,12.3,rejected
R0002545,O0035119,I00069598,2025-02-14,changed_mind,41.85,rejected
R0002546,O0035125,I00069612,2024-09-16,late_delivery,79.94,approved
R0002547,O0035132,I00069629,2025-07-02,not_as_expected,41.77,approved
